,Current Market Cap,Last Price,Alpha,Beta,Revenue Growth Year over Year,ROA,ROE,Profit Margin,Asset Turnover,Financial Leverage,EBIT/Interest,Price Earnings Ratio (P/E),Price to Sales Ratio,Short and Long Term Debt,Total Equity,Operating Return on Total Invested Capital,Weighted Average Cost of Cap,Free Cash Flow,Price to Book Ratio,Industry Group,WACC Economic Value Added,Total Compensation Paid to Executives
GPN UN Equity,36510056884,129.68,-0.531116784,0.998428404,14.82044055,2.910641169,5.03485877,11.32668885,0.193772316,1.689582576,4.142914634,28.85389481,4.31298274,12631.796,25869.417,3.634380926,8.250462896,2287.609,1.450596636,Commercial Services,-2187.715455,50585220
GRMN UN Equity,20241435023,104.81,-0.130255044,1.017422795,19.01846689,14.6004993,17.94206091,21.71873416,0.691442101,1.279918145,#N/A N/A,18.90709,3.967452665,90.547,6114.159,19.92284851,9.973881377,704.782,3.239229089,Electronics,423.8234537,11400189
GS UN Equity,1.14103E+11,318.68,0.133238763,1.103121996,21.47930764,1.295968266,19.41289243,33.29024912,0.041529733,14.28098634,#N/A N/A,6.033525156,1.854210632,663738,109926,3.00788012,4.333714418,-3746,1.046850213,Banks,-9710.707901,125087244
GWW UN Equity,25360734802,496.28,0.224620417,0.931028306,10.38399593,17.42773525,59.59507313,8.009522347,2.038871379,3.481091302,17.57954545,22.14115314,1.885180082,2762,2160,35.24598548,8.623359482,682,12.18680189,Distribution/Wholesale,854.489429,19710197
HAL UN Equity,37837889089,41.95,0.972592592,1.04537189,5.884389062,5.031888951,17.60892755,9.525988885,0.756330895,3.679387353,3.402646503,35.05253766,2.327765617,10330,6728,11.34656417,8.308192129,1112,5.386482925,Oil&Gas Services,-9.996382706,60419144
HAS UW Equity,12381091318,88.79,-0.038385067,0.822122574,17.47356095,5.862653366,19.36803286,6.677154071,0.656460894,3.52146017,4.247634947,21.30710814,1.898524328,4201.4,3087,9.573759537,6.955876299,685.2,4.064697018,Toys/Games/Hobbies,16.95213833,58172451
HBAN UW Equity,19558383616,13.59,0.088453874,0.929293096,16.07483772,0.86774347,9.651218347,21.61575697,0.043023686,10.6366175,#N/A N/A,15.54283274,2.850150082,7883,19318,6.055548933,7.443105104,1815,1.201006069,Banks,-1013.232216,29562263
HCA UN Equity,61339606596,207.59,0.369857788,1.107381821,14.00849941,11.24591647,#N/A N/A,11.83959695,1.200583002,#N/A N/A,6.180076628,11.88080938,1.097281629,36869,1489,25.39104065,7.828224477,5382,#N/A N/A,Healthcare-Services,4391.114617,44633514
HD UN Equity,3.13547E+11,305.08,-0.007202679,0.937852383,14.41753085,22.15323132,#N/A N/A,10.871478,2.046012311,88.86899563,17.10467706,19.37015788,2.087442675,46467,-1696,51.52259168,8.461970956,14005,#N/A N/A,Retail,13350.7699,35334445
HES UN Equity,39807367136,127.89,0.743341744,0.917629242,60.12427684,4.196237322,13.63636364,7.480262278,0.407133087,3.37184982,4.234927235,48.97988236,5.005845049,9141,7026,14.07673712,7.52197136,1143,6.310616193,Oil&Gas,142.8869365,32022203
HIG UN Equity,23638789173,71.88,0.28986451,0.874209821,9.097110559,3.140120285,14.26054869,10.56275123,0.30088389,4.219916548,#N/A N/A,10.68250593,1.094899579,5128,17843,4.913593548,7.529954374,3960,1.528510601,Insurance,-524.2016003,39792977
HII UN Equity,8523644984,212.84,-0.041962765,0.727918148,1.741266959,5.938309094,23.21766299,5.711885762,1.046507911,3.988957316,5.764044944,15.34257514,0.870394487,3544,2808,9.754209406,6.440078688,449,3.024409587,Shipbuilding,119.1010801,21386502
HLT UN Equity,39570416367,142.17,0.268060565,1.077566028,34.38588345,#N/A N/A,#N/A N/A,7.083621285,#N/A N/A,#N/A N/A,2.544080605,59.35849163,5.978210925,9776,-819,#N/A N/A,8.807035891,74,#N/A N/A,Lodging,185.4450374,42582689
HOLX UW Equity,18778385234,75.3,0.284676284,0.715873718,49.14468806,18.08943566,36.98843102,33.22798857,0.614141299,2.327580231,26.49893162,12.12641083,3.54598708,3144.6,4218.6,27.97457732,7.148378696,2174.2,3.917667778,Healthcare-Products,1056.19322,27306476
HON UW Equity,1.3262E+11,194.82,#N/A N/A,#N/A N/A,5.377332475,9.160495773,31.98222882,16.11421261,0.540748387,3.573176809,18.07580175,23.35216426,3.914028779,20631,19249,14.21995373,8.724878989,5143,7.221017097,Electronics,293.9876143,56058185
HPE UN Equity,19593903261,15.08,0.133117378,0.986712992,2.972351938,3.79175999,11.2914548,12.33443709,0.505631202,3.101443642,3.916955017,9.593253629,0.707037793,14578,20017,4.035051967,7.246319804,3369,0.954067792,Computers,-1256.882116,57393329
HPQ UN Equity,41169041822,39.81,0.626657307,0.991430819,12.09060894,12.3486904,#N/A N/A,10.24304188,1.759086635,#N/A N/A,20.87401575,9.748238197,0.673128516,8778,-1650,132.1100917,8.324214689,5827,#N/A N/A,Computers,3485.481606,55546193
HRL UN Equity,24638028446,45.12,-0.081436805,0.474032611,18.50168112,8.740265106,14.32503559,7.981941983,1.082890221,1.687109189,25.9218833,24.60782582,1.966100469,3452.012,6978.36,12.79590722,5.789215613,769.518,3.356935631,Food,325.351518,20677998
HSIC UW Equity,11619734237,84.17,0.09055838,0.928496957,22.55013543,7.935332152,18.52703417,5.090161528,1.559761187,2.399661583,30.85710145,18.36554665,0.923303438,1216.681,4676.504,14.45460629,8.318748711,630.565,3.226879232,Healthcare-Products,144.0882216,26204121
HST UW Equity,14695817752,20.56,#N/A N/A,#N/A N/A,78.39506173,0.252545825,0.489538097,-0.380622837,0.290427699,1.97790315,-1.282051282,649.2153041,4.108709426,5455,6572,0.317513369,8.441034724,158,2.254031843,REITS,-1033.816328,23697448
HSY UN Equity,43008379850,209.18,0.29840976,0.709214985,10.08155005,16.37417993,62.32101328,16.4692509,0.949197619,3.915407964,14.68655322,26.93403346,4.620017408,5376.085,2757.229,27.93518695,7.201412297,1587.007,14.75043805,Food,1159.44641,29158454
HUM UN Equity,55961945979,442.41,-0.037580755,0.964443982,7.658609293,8.262012494,23.4410001,3.531012232,2.063136772,2.661265432,9.656441718,16.47096067,0.656395257,12820,16103,12.71033951,8.408878393,946,3.65310702,Healthcare-Services,351.1149715,37083293
HWM UN Equity,15308193080,36.63,0.54690063,1.124372005,-5.457311276,4.413356746,13.28603614,5.189058729,0.482180095,3.105309055,2.801498127,33.67712352,3.068964843,4346,3508,9.58571255,8.582399873,250,4.496623604,Aerospace/Defense,-27.28196956,43258406
IBM UN Equity,1.26982E+11,141.18,-0.007527001,0.764661729,3.936280107,5.511250639,38.41943668,10.01377483,0.477141154,7.290799534,5.399827288,16.44525821,1.883511065,55140,18996,9.391564107,6.452233738,10734,6.665736087,Computers,1601.800401,52376162
ICE UN Equity,56351400221,100.94,-0.148935989,0.917338192,18.38966203,1.522275316,12.017262,56.78701371,0.043074528,7.574620324,8.153664303,22.27416295,7.829825885,14242,22748,9.616583119,8.152741124,2671,2.489321982,Diversified Finan Serv,50.16331591,35063462
IDXX UW Equity,31303615233,372.63,-0.018841332,1.083760858,18.79460072,29.98129906,109.8777425,23.16521323,1.330956404,3.579030013,31.26771337,43.50817223,9.66436138,930.298,689.992,52.46551352,10.29564085,635.997,49.01864609,Healthcare-Products,574.8393281,20458794
IEX UN Equity,14833254262,195.16,-0.032503095,0.895338476,17.5687157,10.53013335,18.08330698,16.25434028,0.605440915,1.746410039,15.53658537,29.98104196,5.182201521,1301.3,2803.1,16.64670553,8.392940745,492.6,5.122763149,Machinery-Diversified,197.547858,15439760
IFF UN Equity,33783875914,132.57,-0.212350532,0.968662739,129.2575152,2.167221091,4.100998238,2.316403569,0.308251825,1.942590216,2.024221453,38.76316004,2.717198555,12194,21222,2.613082417,7.800756872,1044,1.61369451,Chemicals,165.5160645,32173332
ILMN UW Equity,36599587000,232.97,-0.579042852,1.183176994,39.73448595,-2.397078273,-3.641613063,16.83605833,0.3874485,1.477387586,-2.016393443,#N/A N/A,7.657898476,2540,10740,-1.243513627,10.8495817,337,3.357162936,Biotechnology,-1547.110986,54432759
INCY UW Equity,16382510614,73.96,-0.256603897,0.595644057,11.98352872,22.57807176,29.85665864,31.76477522,0.714755985,1.331124892,307.0110063,16.70206086,5.243408696,60.429,3770.004,18.05751284,7.033987111,568.482,4.238970984,Biotechnology,1141.880973,35315820
INTC UW Equity,1.77422E+11,43.39,-0.51683104,0.907431245,1.485866927,10.06123341,17.98266114,25.14172909,0.475285799,1.822245776,19.55376884,10.77401835,2.269511854,38576,95391,15.7009302,8.086984991,9662,1.720269426,Semiconductors,5810.77517,231889700
INTU UW Equity,1.15355E+11,408.95,0.054036327,1.292752862,25.44602162,11.35536143,18.67753608,21.40558497,0.581541381,1.766076795,86.20689655,46.16669798,8.861425418,2480,9869,15.93957894,11.47580354,3125,6.810762148,Software,204.4020592,74091210
IP UN Equity,17452935574,47.09,0.133648545,0.736148357,10.2362653,6.707159883,22.82126765,9.048184682,0.764650834,3.363308928,2.642533937,9.680299358,0.838826611,8046,9082,11.30092773,6.250833201,1481,1.963717121,Forest Products&Paper,312.8674615,33846215
IPG UN Equity,12235082994,31.08,0.233108401,1.117827773,13.01953427,5.718275461,30.77189121,9.304051481,0.616536082,5.910590251,8.296938186,12.65688755,1.159737132,4798.6,3604.8,17.3095546,8.561264882,1880.3,3.530481207,Advertising,413.8139659,44184007
IPGP UW Equity,5275447183,101.7,-0.61994803,1.025049448,21.66492883,9.203804375,10.46845084,19.05836288,0.488456314,1.143618919,#N/A N/A,19.52015297,3.644333685,58.132,2747.221,13.16192645,9.807797853,266.592,1.973800205,Semiconductors,-0.64592578,21104344
IQV UN Equity,41535391440,219.44,0.137549698,1.084064364,22.14103354,4.607446809,19.1857935,6.962663976,0.567723926,4.089761687,3.714666667,37.45604154,2.986116354,12578,6042,8.014099839,8.796380472,2302,7.018076104,Healthcare-Services,-259.7249808,46198830
IR UN Equity,19829674198,48.85,0.161439374,1.04930222,29.67884828,4.929708364,8.505078306,10.91724245,0.346171856,1.722463192,6.450399088,26.79760565,3.752146538,3536.5,9071.2,4.426631925,9.110209203,551.4,2.207782955,Machinery-Diversified,-641.8335004,19330865
IRM UN Equity,15565381591,53.57,0.489674002,0.741771638,8.300906379,3.851739585,66.32309905,10.02373133,0.314991889,14.35217077,2.008389333,27.44480029,3.333956748,11703.01,929.479,6.996031459,5.891526009,147.82,20.54152637,REITS,-112.1747027,31295226
ISRG UW Equity,78177138531,217.79,-0.173834279,1.257862806,31.01367474,12.95151043,14.67579468,29.85236686,0.46835694,1.142900067,#N/A N/A,48.87176285,13.17045195,87,11951.5,16.10138998,11.60143422,1735.9,6.458675507,Healthcare-Products,295.0988044,25911251
IT UN Equity,21487012616,266.79,0.412012994,1.217333674,15.47930272,10.16779863,140.2028652,16.76312569,0.702798494,10.08035041,7.727008851,31.82393507,4.546113884,3250.284,371.058,25.92887994,10.13436646,1252.636,183.4487731,Commercial Services,389.5471625,28976009
ITW UN Equity,64727192039,207.83,-0.065762587,0.904393554,14.95944011,15.83204482,73.78818381,18.63714978,0.92960656,4.656038789,17.21287129,25.92128921,4.395058082,7881,3626,29.90855763,8.231051054,2261,18.07267874,Miscellaneous Manufactur,1866.196906,40827759
IVZ UN Equity,8508975728,18.7,0.363603085,1.138934255,12.18595418,3.627840139,8.099108019,23.63913264,0.205714217,2.317323048,#N/A N/A,7.17470237,1.259345401,9711,16678.8,8.289980723,8.531334934,969.3,0.554480345,Diversified Finan Serv,-523.7512785,33813534
J UN Equity,17767284529,138.13,0.227765217,0.989275515,3.874533564,5.109178651,12.99727218,3.384960311,0.935270037,2.29563874,9.462950739,24.8089096,1.247045603,3824.161,6632.559,7.759127258,8.206953767,633.462,2.929672999,Engineering&Construction,-57.49349911,43002404
JBHT UW Equity,18798143395,179.4,0.211324677,0.936861575,26.27208864,12.8057521,28.27596757,6.252359614,1.976383274,2.225043433,22.60556529,22.59827148,1.451243065,1483.529,3117.816,23.32535539,8.926565405,276.335,5.777724572,Transportation,458.143713,22153672
JCI UN Equity,37851344577,54.41,0.205427691,0.957651317,6.05368105,4.942319801,12.15166209,6.916511746,0.586734148,2.362392528,12.4223301,18.56584711,1.558943098,9114,18753,7.553009819,8.185937139,1935,2.289128985,Building Materials,-1070.027246,34818798
JKHY UW Equity,13558125047,186.08,-0.075773284,0.737455666,3.603746935,16.0646846,27.24140041,17.71496822,0.852216142,1.660740054,348.5305944,38.08440867,7.173394321,161.214,1319.292,29.40668998,7.838467311,439.141,10.20353042,Software,260.1001177,15075486
JNJ UN Equity,4.64232E+11,176.42,0.054192636,0.688685238,13.55105105,12.70645339,31.72585595,22.26392962,0.540762356,2.599485801,101.9267241,21.14854234,4.911526303,34751,74023,22.14522461,7.29267705,19758,6.209103595,Pharmaceuticals,10595.97383,76734075
JNPR UN Equity,9951339614,30.8,-0.029132385,1.088397264,6.530786709,3.961343145,7.989190758,5.336402416,0.550681339,2.061453208,7.627952756,29.21915528,2.061383127,1876.2,4316.9,6.784665553,9.577496434,589.7,2.322866661,Telecommunications,-218.53234,27724038
JPM UN Equity,3.82286E+11,130.16,-0.065323345,1.061360478,-2.085273764,1.080398633,16.44443382,39.7323447,0.032939461,14.01613119,#N/A N/A,9.469034502,3.09914349,682594,294127,4.847104507,6.053868667,78084,1.510649604,Banks,-10111.97857,201789148
K UN Equity,22894246224,67.76,-0.030128358,0.574449062,2.984749455,7.334496674,38.7999423,10.49291305,0.778165558,5.294789227,7.856502242,17.301688,1.617987839,7729,4215,14.81939634,5.841922737,1148,6.035014683,Food,654.4386424,25306897
KEY UN Equity,18313727867,19.64,0.133126915,0.99402827,3.053018945,1.311434039,16.08462014,36.1321404,0.041922199,11.28597646,#N/A N/A,7.954195895,2.453953386,13479,17423,9.659245072,6.957285625,1087,1.365773878,Banks,184.4748155,23934712
KEYS UN Equity,26403463961,146.73,0.099544033,1.046286345,17.0575693,13.58802075,28.66397059,18.09350334,0.665501618,2.118203644,13.67088608,25.85369268,5.214754988,2023,3784,21.41241955,9.412213508,1148,6.98510882,Electronics,469.175948,38659661
KHC UW Equity,44429455386,36.3,0.036583878,0.642776668,-0.546114188,3.881762653,7.478565424,3.886030259,0.266901438,1.943883864,1.690278456,11.94724624,1.730360312,22432,49452,4.66897928,5.885588738,4459,0.895727562,Food,-3159.128389,33643906
KIM UN Equity,14183256381,22.95,0.294243664,0.917451322,28.99083367,2.565634076,5.280121737,61.8546298,0.099825535,2.069989035,1.921746861,33.59590461,8.403375014,7599.481,10123.662,3.018825098,7.161811187,-177.321,1.489588184,REITS,-965.1533205,26289464
KLAC UW Equity,54088751160,362.44,0.331888139,1.399617553,19.1565411,27.57627007,84.15286714,30.03861689,0.787957782,3.235339265,15.81714634,18.29237254,6.351408823,3545.828,3375.642,44.75836811,12.10886013,1953.398,13.26848087,Semiconductors,2291.246513,31715337
KMB UN Equity,44285486800,131.44,-0.133779615,0.62290293,1.567398119,10.98422196,260.9606883,9.33127572,1.102679815,29.61474037,10.00390625,22.51947838,2.237832186,9097,763,25.11627907,6.43457512,1723,45.90184541,Household Products/Wares,1369.385654,34955527
KMI UN Equity,45190727423,19.93,0.093891814,0.738809884,41.96581197,3.35362344,7.493950712,10.74051776,0.223623551,2.287042837,1.954423592,19.36762265,2.87874736,33635,31921,3.141921865,5.947664066,3043,1.475894518,Pipelines,-1679.161549,32061776
KMX UN Equity,15467822618,96.35,-0.191312373,1.113791108,68.3385814,4.809113153,23.98522425,3.609034893,1.332520548,4.987452672,15.51950598,13.84339059,0.490491472,19430.226,5235.439,7.063122733,6.649446258,-2857.984,2.963944574,Retail,-447.1808429,32788175
KO UN Equity,2.72977E+11,62.97,0.100229606,0.772718847,17.08669049,11.39103647,46.38495575,25.2774544,0.436017103,4.294529292,6.454602379,26.03484097,6.7811221,44232,24860,15.72985467,7.351646065,11258,10.97698029,Beverages,4494.739323,68226403
KR UN Equity,37878088247,52.54,0.467995465,0.540179849,4.067985932,5.664034047,29.09648938,1.200249478,2.821295576,5.137061173,6.089316988,14.39745157,0.283370959,20440,9429,11.01885597,5.367225761,3576,4.035552334,Food,1270.370822,40748558
L UN Equity,15933034833,64.74,0.294718415,0.96413666,16.48255583,1.462780162,6.87841631,10.7661868,0.181427467,4.5331877,#N/A N/A,14.20204591,1.144206589,9442,19175,3.625974696,6.807277497,2141,0.962412063,Insurance,-937.2399895,27771533
LDOS UN Equity,14456116303,105.78,-0.116246313,0.786928058,11.71017321,5.812685055,18.9148073,5.481546189,1.084307309,3.161045014,6.227027027,20.14287748,1.066025082,5805,4344,11.72573352,6.842312326,927,3.664187063,Computers,206.5196272,22837641
LEN UN Equity,23216429094,80.19,0.033007752,1.113189697,20.64054487,12.32262059,19.67469834,16.3287896,0.886531127,1.626922724,18.57675555,6.266654416,0.866848927,6541.877,20996.282,21.01628274,9.396685391,2467.602,1.145862313,Home Builders,1477.888978,120207096
LH UN Equity,22702316319,243.65,0.217267737,0.682786405,15.32639411,10.56630654,20.95956946,14.74669528,0.770874093,2.05261796,15.36775106,10.79942586,1.46757884,6342.6,10294,16.48735703,6.550873419,2649.2,2.111265116,Healthcare-Services,980.2187207,39392997
LHX UN Equity,46895535836,243.14,0.036148924,0.817716599,-2.088600638,5.539816057,9.930484109,10.36263613,0.488498466,1.794551418,7.426056338,24.63460454,2.773714603,7938,19319,7.347262447,7.733526542,2345,2.433994737,Aerospace/Defense,-812.8437175,44334281
LIN UN Equity,1.66589E+11,331.9,0.170499146,1.012441874,13.03087032,6.875298045,12.9344084,12.42490176,0.378648069,1.859116385,64.72727273,29.80559227,5.360117105,15040,45441,8.453742685,9.573546379,6639,3.887977814,Chemicals,-1992.477782,65482110
LKQ UW Equity,14333973298,50.68,0.283475369,1.07963407,12.55220001,8.827331459,19.31754134,8.334588888,1.042760659,2.184797202,20.45522906,13.2689714,1.117536181,4238.984,5810.661,14.71914836,8.322830403,1073.581,2.494570554,Distribution/Wholesale,276.1791369,21642234
LLY UN Equity,2.86616E+11,301.65,0.606124341,0.762124479,15.3978435,16.34276048,94.41190425,19.71050624,0.625502359,6.527625027,18.70835786,35.77093013,9.328577702,16884.7,9154.8,30.99325011,7.820696734,5950.9,30.71700711,Pharmaceuticals,4620.659993,45163437
LMT UN Equity,1.17803E+11,442.69,-0.017352017,0.687533259,2.516896541,17.23533469,108.7609415,9.419187399,1.27735631,5.984623542,16.03339192,13.71467717,1.844066873,13076,10959,44.21194231,7.072480114,7699,11.72893928,Aerospace/Defense,5400.272228,56019479
LNC UN Equity,9572281752,55.67,-0.044328511,1.269929767,10.27008429,0.371782632,7.940563916,7.306292252,0.052909215,17.52924065,#N/A N/A,7.627865148,0.52375579,6782,20272,0.506299631,8.399784221,151,0.650432994,Insurance,-6601.646976,36712937
LNT UW Equity,15578040646,62.11,0.095254064,0.664299786,7.406323185,3.732879532,11.4835768,18.3701281,0.210578322,3.105240623,2.632450331,22.91881941,4.054091104,7897,5990,6.224677716,6.160776113,-587,2.56344262,Electric,-15.73465701,16969457
LOW UN Equity,1.24918E+11,195.45,0.192780629,1.002014399,7.425471835,16.78250186,#N/A N/A,8.770909091,1.892216993,#N/A N/A,13.39202658,15.85085107,1.397317752,29384,-4816,44.27439191,8.434771321,8260,#N/A N/A,Retail,6888.947886,35953323
LRCX UW Equity,71296749577,513.98,0.210305735,1.514803529,45.61009866,28.5052986,79.71291821,26.7223979,1.050178415,2.718934252,21.48651706,16.06021166,4.332177852,5165.377,6027.188,46.2540641,12.78131298,3239.067,11.82987463,Semiconductors,3196.493798,32182803
LUMN UN Equity,12024764193,11.64,0.010753513,0.832346618,-4.948821939,3.765028024,18.65592538,10.32661147,0.330877508,5.10333884,2.720634921,5.536427142,0.626329612,30538,11840,10.23669883,4.888916515,3601,0.978917205,Telecommunications,1256.642068,38886568
LUV UN Equity,25995210242,43.84,0.010502563,0.939046144,74.51370469,-1.228781527,-4.582265505,6.187460418,0.506686826,3.675894246,3.685224839,#N/A N/A,1.407537682,12363,10414,6.148395632,7.345268987,1817,2.495460337,Airlines,-535.011145,21535737
LVS UN Equity,26713256338,34.96,-0.541770935,1.078258991,44.01360544,-5.065860679,-30.09692401,-22.69721304,0.186080209,8.224189978,-1.083333333,#N/A N/A,6.709228661,14973,2248,-4.676926293,8.361648616,-1071,5.897425326,Lodging,-2589.482626,73275570
LW UN Equity,9846944150,68.17,-0.174762204,0.973270535,-3.203775973,6.695895387,65.52298578,8.657277507,0.957331396,12.31154593,4.013524937,36.30286837,2.519910875,2886.8,480.6,12.89005633,8.134139847,406,26.34900913,Food,101.9136172,14011665
LYB UN Equity,35186583146,107.4,0.257135719,0.939920306,66.37120311,17.52173913,59.98697553,12.14995777,1.365434783,3.638357961,13.05009634,5.558694405,0.709402061,13599,11988,28.61873503,7.524561978,5736,2.771221433,Chemicals,3852.49224,18460924
LYV UN Equity,21734487002,95.3,0.269468427,1.381907821,236.7999729,-3.120881992,#N/A N/A,-10.38381596,0.577922862,#N/A N/A,-1.479457584,#N/A N/A,2.689511355,7460.517,363.467,-1.177820189,10.50825532,1627.834,#N/A N/A,Entertainment,-940.7716137,25335525
MA UN Equity,3.48032E+11,357.82,-0.078755803,1.069002867,23.41677015,25.3713714,136.6514482,46.00190638,0.552950822,5.199810261,23.39211137,38.70523698,17.68779768,14673,7412,51.15312891,10.01058409,9056,49.59830923,Diversified Finan Serv,7579.637211,52359733
MAA UN Equity,20676547063,179.13,0.220348805,0.765423298,5.965372733,3.373751583,6.491148765,30.02060647,0.16337975,1.913185056,2.790307381,54.61122464,11.25627949,4546.941,6184.092,4.665911967,7.403007738,569.304,3.515733606,REITS,-453.3653677,19088148
MAR UW Equity,57162663115,174.65,0.236929357,1.22018218,31.08504399,6.177293251,152.7602125,7.931009598,0.634587861,27.2527115,4.166666667,37.58357184,3.635148548,11386,1414,18.97206227,9.791390738,994,32.25899718,Lodging,871.7671641,65967373
MAS UN Equity,13290524985,56.33,0.008752169,0.805815578,16.51363383,16.80719189,#N/A N/A,4.895522388,1.544785496,709.5,5.053956835,14.83049501,1.607950753,3169,78,41.84439772,7.162574542,802,#N/A N/A,Building Materials,1191.880856,26174744
MCD UN Equity,1.83674E+11,248.36,0.069582395,0.785078526,20.90348713,14.16893964,#N/A N/A,32.49034358,0.46604655,#N/A N/A,8.733344578,25.80573038,7.807296702,49349.1,-4601,24.38602381,7.24767466,7101.5,#N/A N/A,Retail,5397.181183,52147461
MCHP UW Equity,39502672612,71.24,-0.039418317,1.367424369,25.42107973,8.794791355,25.58773051,18.84648653,0.417457456,2.909418709,9.220338983,28.12765624,5.770452024,7850.1,5894.8,14.97645759,10.83573638,2472.6,6.701264868,Semiconductors,252.2018651,19541266
MCK UN Equity,45990681207,316.38,0.440050393,1.031972408,10.80393573,5.70020185,#N/A N/A,0.422024049,4.114407737,#N/A N/A,11.4494382,13.31437184,0.182358463,7542,-1792,20.9649213,8.797243018,4046,#N/A N/A,Pharmaceuticals,675.6331834,31908027
MCO UN Equity,52634160000,285.28,-0.180298597,0.958550453,15.76987526,14.5746907,89.73779385,35.60630428,0.450824186,6.305633147,14.14925373,26.89284498,8.637482758,6552,2916,29.92418005,8.873512178,1866,21.9904984,Commercial Services,1262.188473,21974422
MDLZ UW Equity,86370673873,62.41,0.036675408,0.728470385,8.047101313,6.262864459,15.23231226,14.97214485,0.435392987,2.415563952,12.74794521,20.93717066,2.981893332,20227,28323,8.818910082,6.971508003,3176,3.066579634,Food,879.4996155,35608664
MDT UN Equity,1.27059E+11,95.48,-0.245602071,0.936317503,5.209682239,6.646601182,11.76583733,15.90292243,0.344293289,1.770203599,10.40144665,21.09610556,4.045935165,24114,52722,7.527881041,8.312475626,5978,2.41782999,Healthcare-Products,-1533.079833,62323652
MET UN Equity,53826100242,66.19,0.260624886,1.032152534,4.772854574,0.924892958,12.3914375,9.220596511,0.095407396,11.6704496,#N/A N/A,8.181134747,0.789102762,19491,67749,1.373605646,8.075773832,12596,1.077346779,Insurance,-76925.2707,44131279
MGM UN Equity,14788273945,34.71,0.212981448,1.398355484,87.52394867,0.671578594,4.487012503,12.95818036,0.286564659,6.154414848,2.847818425,77.76007752,1.489293319,24692.632,11124.313,10.16149273,7.616367585,882.726,2.950405818,Lodging,-111.944622,35946565
MHK UN Equity,8841511406,139.15,0.148731247,0.992977798,17.25693053,7.195717638,12.30222025,9.224129072,0.80533764,1.683929237,20.1255917,9.158749798,0.812130384,2774.559,8428.216,11.63775382,7.714865325,632.999,1.067683069,Building Materials,200.1914008,20933203
MKC UN Equity,24089528781,89.85,-0.044848006,0.656399846,12.79345866,6.517812057,19.09465886,11.95492173,0.496279155,2.998104857,7.431185944,29.06657896,3.779373878,5423.1,4425.5,9.981620532,6.706628161,550.3,5.23735772,Food,164.6684427,27337401
MKTX UW Equity,10510391046,278.48,-0.602055967,0.719752431,1.425866135,14.88924968,24.07825133,36.8964348,0.423897307,1.433542379,400.5166271,43.71742716,15.13830013,99.588,1041.309,29.73717158,7.974615345,231.475,10.28885967,Commercial Services,152.5195965,19632282
MLM UN Equity,21527821367,345.64,0.248972356,0.951078355,14.46330789,5.589820407,11.26797163,12.97561877,0.454796633,2.009802028,6.824106517,31.07551399,3.808974448,5738.5,6537.6,8.919842664,7.994401435,714.6,3.354840939,Building Materials,-99.93374994,25896018
MMC UN Equity,79055570564,157.26,0.140877083,0.908090174,15.07199257,10.22758903,33.11678366,15.85771948,0.615090735,3.352906081,9.711711712,23.83564326,3.916073863,13162,11222,18.16868664,8.191147868,3110,7.219791782,Insurance,1025.718452,49510458
MMM UN Equity,83065520189,145.97,-0.276231259,0.790677965,9.852721849,12.4942226,40.51585918,16.74727761,0.759563605,3.382509942,15.10040984,14.61771196,2.383589338,18317,15117,21.12203272,7.272397035,5851,5.563665163,Miscellaneous Manufactur,3253.134028,40275519
MNST UW Equity,47050711084,88.83,0.012818258,0.921105981,20.49985235,18.42908444,22.01098141,24.85810322,0.790134375,1.194383163,#N/A N/A,35.10900741,8.080459147,22.38,6566.951,28.73697946,9.185147658,1111.873,6.851659702,Beverages,722.6462657,39433282
MO UN Equity,97444192325,53.82,0.112527288,0.800644815,1.295523247,19.30098527,#N/A N/A,11.72374591,0.47297525,70.50851582,9.730639731,11.53273516,4.693932304,28044,-1606,39.92730608,7.008401281,8236,#N/A N/A,Agriculture,4739.410946,28296921
MOH UN Equity,16538138000,281.74,0.302913576,1.105721712,42.9799722,6.898546456,31.04206765,2.372979007,2.601434334,4.600296234,8.5,21.45916625,0.561954658,2541,2630,21.79381443,9.948134237,2042,5.949412822,Healthcare-Services,243.9868328,40942803
MOS UN Equity,21607380793,59.69,1.352877378,0.971064925,42.33848209,12.72654252,25.93191802,13.19533235,0.645471919,2.072091353,11.00044563,8.154948482,1.597388692,4405.6,10748.5,22.13067159,8.430280414,898.4,1.856639723,Chemicals,1324.054278,26815696
MPC UN Equity,57139884929,105.62,0.787458777,0.929266214,71.94714742,3.02700901,11.79891759,8.116149788,1.523960744,3.523003822,2.719037509,23.93886111,0.47468191,26904,33581,8.572884649,6.952083908,2896,2.401255694,Oil&Gas,-85.93431022,54760099
MPWR UW Equity,21337306780,457.46,0.450358719,1.234843373,43.02743081,18.59482829,23.93706662,20.03836734,0.88086089,1.264069209,#N/A N/A,78.05975642,15.84442577,5.807,1243.985,25.93242393,11.25884885,225.565,16.08391456,Semiconductors,124.5899787,49165517
MRK UN Equity,2.27365E+11,89.91,0.109382331,0.508794248,17.3081555,17.03540346,49.60706072,26.79246058,0.546571146,3.106754224,15.55583127,13.54510616,4.212986344,34631,38257,23.19900501,5.75001344,9661,5.560411959,Pharmaceuticals,11886.16682,55383485
